source,Teff,logg,logL,Mass,Mass_std,R_Rsun,n_points,filename
PHOENIX,6200,2.5,2.6530001163482666,3.8359999656677246,0.9815677307224434,18.373713605459564,346,atlas-or-phoenix-062-25.txt
PHOENIX,6200,3.0,1.9320000410079956,2.48799991607666,0.5666810428578818,8.011187658159072,346,atlas-or-phoenix-062-30.txt
PHOENIX,6200,3.5,1.4789999723434448,2.755000114440918,0.4058756036125328,4.755507496873818,346,atlas-or-phoenix-062-35.txt
PHOENIX,6200,4.0,0.7279999852180481,1.5,0.3793898221511596,2.003073461617257,346,atlas-or-phoenix-062-40.txt
PHOENIX,6200,4.5,0.1340000033378601,1.1269999742507935,0.22355139203229613,1.0108736733428756,346,atlas-or-phoenix-062-45.txt
PHOENIX,6400,2.0,3.430000066757202,6.202000141143799,1.4057300245419664,42.18133774458741,346,atlas-or-phoenix-064-20.txt
PHOENIX,6400,2.5,2.6630001068115234,3.8359999656677246,0.9950684553707237,17.44296739212674,346,atlas-or-phoenix-064-25.txt
PHOENIX,6400,3.0,2.0929999351501465,2.7079999446868896,0.5961569268209793,9.049410373614506,346,atlas-or-phoenix-064-30.txt
PHOENIX,6400,3.5,1.3700000047683716,1.7940000295639038,0.4206304328509761,3.9365912054068533,346,atlas-or-phoenix-064-35.txt
PHOENIX,6400,4.0,0.8119999766349792,1.527999997138977,0.37980366507864194,2.0707148776958393,346,atlas-or-phoenix-064-40.txt
PHOENIX,6400,4.5,0.20399999618530273,1.1660000085830688,0.22833752226670673,1.0283011313218726,346,atlas-or-phoenix-064-45.txt
PHOENIX,6600,2.0,3.437000036239624,6.202000141143799,1.5215823344264423,39.98456821474248,346,atlas-or-phoenix-066-20.txt
PHOENIX,6600,2.5,2.822999954223633,4.201000213623047,1.0744029824097603,19.71933974397327,346,atlas-or-phoenix-066-25.txt
PHOENIX,6600,3.0,2.1010000705718994,2.7079999446868896,0.6179948611557103,8.58800775011132,346,atlas-or-phoenix-066-30.txt
PHOENIX,6600,3.5,1.4520000219345093,1.940000057220459,0.4320428126544602,4.068107338005672,346,atlas-or-phoenix-066-35.txt
PHOENIX,6600,4.0,0.875,1.5499999523162842,0.37081190167066924,2.0935936500434154,346,atlas-or-phoenix-066-40.txt
PHOENIX,6600,4.5,0.2630000114440918,1.2000000476837158,0.23017517558017064,1.0348857290593714,346,atlas-or-phoenix-066-45.txt
PHOENIX,6800,2.0,3.6080000400543213,6.89300012588501,1.5461069222330013,45.86299985383083,346,atlas-or-phoenix-068-20.txt
PHOENIX,6800,2.5,2.8320000171661377,4.201000213623047,1.1476514320291802,18.769921082770086,346,atlas-or-phoenix-068-25.txt
PHOENIX,6800,3.0,2.1089999675750732,2.7079999446868896,0.6661288616560261,8.165117181016203,346,atlas-or-phoenix-068-30.txt
PHOENIX,6800,3.5,1.5089999437332153,1.944000005722046,0.445498939143809,4.092252379867977,346,atlas-or-phoenix-068-35.txt
PHOENIX,6800,4.0,0.9419999718666077,1.5770000219345093,0.3610739416449891,2.130406232718883,346,atlas-or-phoenix-068-40.txt
PHOENIX,6800,4.5,0.37299999594688416,1.2649999856948853,0.23995896044047763,1.1065280715757835,346,atlas-or-phoenix-068-45.txt
PHOENIX,7000,2.0,3.614000082015991,6.89300012588501,1.730731933000536,43.57969881592275,346,atlas-or-phoenix-070-20.txt
PHOENIX,7000,2.5,2.8320000171661377,4.201000213623047,1.158872485457398,17.712676548312018,346,atlas-or-phoenix-070-25.txt
PHOENIX,7000,3.0,2.259999990463257,2.947999954223633,0.7148832656278591,9.168202111680438,346,atlas-or-phoenix-070-30.txt
PHOENIX,7000,3.5,1.6100000143051147,2.1040000915527344,0.45469810343141465,4.337946490626991,346,atlas-or-phoenix-070-35.txt
PHOENIX,7000,4.0,0.9789999723434448,1.5779999494552612,0.3538448591899189,2.097897037242956,346,atlas-or-phoenix-070-40.txt
PHOENIX,7000,4.5,0.5080000162124634,1.350000023841858,0.2549590071483913,1.219787536600572,346,atlas-or-phoenix-070-45.txt
PHOENIX,7200,2.0,3.614000082015991,6.89300012588501,1.7676823391245353,41.192230748075126,346,atlas-or-phoenix-072-20.txt
PHOENIX,7200,2.5,2.99399995803833,4.611000061035156,1.2948233137396052,20.17507926326363,346,atlas-or-phoenix-072-25.txt
PHOENIX,7200,3.0,2.2669999599456787,2.947999954223633,0.7273650680835798,8.736052807747555,346,atlas-or-phoenix-072-30.txt
PHOENIX,7200,3.5,1.656999945640564,2.1080000400543213,0.4713750661325096,4.328278959195213,346,atlas-or-phoenix-072-35.txt
PHOENIX,7200,4.0,0.9890000224113464,1.6039999723434448,0.3565637990270772,2.005927728693585,346,atlas-or-phoenix-072-40.txt
PHOENIX,7200,4.5,0.6470000147819519,1.4500000476837158,0.26131410791533677,1.3530544626554792,346,atlas-or-phoenix-072-45.txt
